case_id,hearing_date,violation_type,decision,amount_due,amount_paid,outstanding
1585011A0,2011-07-11,DOHMH,DEFAULT,1000,,1000
UR1003539,2017-08-23,TLC,UNKNOWN,0,0,0
009033P,2019-11-18,TLC,UNKNOWN,0,0,0
018543P,,TLC,UNKNOWN,0,0,0
014626P,2019-08-19,TLC,UNKNOWN,0,0,0
017169P,2019-04-25,TLC,UNKNOWN,0,0,0
SE0018591,2015-01-12,TLC,UNKNOWN,0,0,0
1461530A,2014-05-08,TLC,UNKNOWN,0,0,0
PA241397,2014-03-11,PORT AUTHORITY,UNKNOWN,0,0,0
0088632648,2006-07-25,UNKNOWN,DISMISSED,,,0
0146998482,2006-08-18,UNKNOWN,DISMISSED,,,0
0147329555,2005-09-16,UNKNOWN,DISMISSED,,,0
0133678858,2004-11-17,UNKNOWN,UNKNOWN,50,50,0
0145895732,2005-07-19,UNKNOWN,DISMISSED,,,0
0133719439,2004-05-07,UNKNOWN,UNKNOWN,500,500,0
0137156901,2005-07-08,UNKNOWN,DEFAULT,130,230,-100
0137931934,2003-11-05,UNKNOWN,UNKNOWN,25,25,0
0142705320,2004-06-29,UNKNOWN,SUSTAINED,100,100,0
0138915361,2004-06-02,UNKNOWN,UNKNOWN,100,100,0
0127667019,2002-05-22,UNKNOWN,UNKNOWN,,25,-25
1310723D0,2024-01-02,DOHMH,WITHDRAWN PRIOR TO HEARING,0,,0
25N02095,2025-10-20,UNKNOWN,UNKNOWN,,,0
25N02097,2025-10-20,UNKNOWN,UNKNOWN,,,0
0938225F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1109525F0,2025-10-15,UNKNOWN,UNKNOWN,,,0
0372125F1,2025-10-15,UNKNOWN,UNKNOWN,,,0
25X01467,2025-10-20,UNKNOWN,UNKNOWN,,,0
25M03121,2025-10-20,UNKNOWN,UNKNOWN,,,0
24Q03155,2025-09-15,UNKNOWN,HBAM ADJOURNED FOR IN-PERSON- OTHER REASONS,0,,0
1108425F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1108325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0792625F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
80083026A,,TLC,UNKNOWN,0,0,0
0329025F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1109725D0,2025-10-15,UNKNOWN,UNKNOWN,,,0
0957325F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
24M03018,2025-09-15,DCA - Electronic Cigarette Dealer,HBAM ADJOURNED FOR IN-PERSON- OTHER REASONS,0,,0
1108825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1110025X0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1109025F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0946825F2,2025-09-29,UNKNOWN,UNKNOWN,,,0
0793325F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1110625F0,2025-10-15,UNKNOWN,UNKNOWN,,,0
0882525F2,2025-09-30,UNKNOWN,UNKNOWN,,,0
25X01163,2025-09-29,UNKNOWN,UNKNOWN,,,0
1109325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25X01164,2025-09-29,UNKNOWN,UNKNOWN,,,0
25N02238,2025-11-10,UNKNOWN,UNKNOWN,,,0
80083025A,,TLC,UNKNOWN,0,0,0
1110725E0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1108725F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0091325F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1132424F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25Q02022,2025-09-15,UNKNOWN,UNKNOWN,,,0
1108625F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0952825F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1110225F0,2025-09-30,UNKNOWN,UNKNOWN,,,0
1109225F0,2025-10-15,UNKNOWN,UNKNOWN,,,0
25Q02419,2025-11-10,UNKNOWN,UNKNOWN,,,0
25X01466,2025-10-20,UNKNOWN,UNKNOWN,,,0
1109425F0,2025-10-15,UNKNOWN,UNKNOWN,,,0
1109125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1109925F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1107825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25N00562,2025-09-16,UNKNOWN,UNKNOWN,,,0
0562925F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
0990025F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
0780625F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
0497725F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1109625F0,2025-10-15,UNKNOWN,UNKNOWN,,,0
0854225F1,2025-10-15,UNKNOWN,UNKNOWN,,,0
1110325F0,2025-10-15,DOHMH,UNKNOWN,,,0
0484925F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1109825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
80083027A,,TLC,UNKNOWN,0,0,0
1108424F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
049289147K,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
0704000047,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,1800,0,1800
80083024A,,TLC,UNKNOWN,0,0,0
039159987P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160005P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159999M,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
1107425F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25T02468,2025-10-24,UNKNOWN,UNKNOWN,,,0
049289149Y,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,200,0,200
049289150L,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,1000,0,1000
25M02750,2025-09-22,UNKNOWN,UNKNOWN,,,0
049289152P,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
25X01487,2025-10-20,UNKNOWN,UNKNOWN,,,0
039160111Z,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,6250,0,6250
1100525F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160135N,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159996R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
1104925F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
049289144P,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
25X01635,2025-11-17,UNKNOWN,UNKNOWN,,,0
039544751J,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
25X01640,2025-11-17,UNKNOWN,UNKNOWN,,,0
1104725F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160068M,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
25X01626,2025-11-03,UNKNOWN,UNKNOWN,,,0
048996707X,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
25M03256,2025-11-17,UNKNOWN,UNKNOWN,,,0
0381325F1,2025-09-30,UNKNOWN,UNKNOWN,,,0
25M03072,2025-10-20,UNKNOWN,UNKNOWN,,,0
048874153H,2025-12-12,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
25M03234,2025-11-17,UNKNOWN,UNKNOWN,,,0
25T02505,2025-10-24,UNKNOWN,UNKNOWN,,,0
048739106N,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
1107625F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160031Z,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160088J,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1064725F1,2025-10-22,UNKNOWN,UNKNOWN,,,0
25M03159,2025-10-27,UNKNOWN,UNKNOWN,,,0
0633425F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1100825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160097L,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160030R,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
25M03084,2025-10-20,UNKNOWN,UNKNOWN,,,0
049264764P,2025-12-11,SANITATION RECYCLING,UNKNOWN,50,0,50
039160137R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039160060H,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049226546J,2025-12-10,SANITATION POLICE,UNKNOWN,100,0,100
0704000110,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,1500,0,1500
25X01483,2025-10-20,UNKNOWN,UNKNOWN,,,0
25N02218,2025-11-10,UNKNOWN,UNKNOWN,,,0
25M03223,2025-10-06,UNKNOWN,UNKNOWN,,,0
25M03252,2025-10-27,UNKNOWN,UNKNOWN,,,0
039160096J,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1106825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1106025F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25N02147,2025-10-20,UNKNOWN,UNKNOWN,,,0
039160101P,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,60000,0,60000
25X01484,2025-10-20,UNKNOWN,UNKNOWN,,,0
0759525F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25N02303,2025-12-08,UNKNOWN,UNKNOWN,,,0
25N02299,2025-11-10,UNKNOWN,UNKNOWN,,,0
039160010J,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25M03183,2025-10-27,UNKNOWN,UNKNOWN,,,0
039160140H,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1102525F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25Q01643,2025-09-15,UNKNOWN,UNKNOWN,,,0
1098725D0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25T02478,2025-10-24,UNKNOWN,UNKNOWN,,,0
039160067K,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039160059K,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25M02846,2025-10-27,UNKNOWN,UNKNOWN,,,0
25M03263,2025-11-17,UNKNOWN,UNKNOWN,,,0
049297035X,2025-12-10,SANITATION POLICE,NONE,100,0,100
25N02278,2025-11-10,UNKNOWN,UNKNOWN,,,0
039159988R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
25N02310,2025-10-06,UNKNOWN,UNKNOWN,,,0
039544731M,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
25T02495,2025-10-24,UNKNOWN,UNKNOWN,,,0
25Q02201,2025-09-29,UNKNOWN,UNKNOWN,,,0
25T02504,2025-10-24,UNKNOWN,UNKNOWN,,,0
25N02309,2025-11-10,UNKNOWN,UNKNOWN,,,0
25Q02297,2025-10-06,UNKNOWN,UNKNOWN,,,0
1104825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25T02502,2025-10-24,UNKNOWN,UNKNOWN,,,0
25Q02212,2025-09-29,UNKNOWN,UNKNOWN,,,0
0932725F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25N02308,2025-11-10,UNKNOWN,UNKNOWN,,,0
25T02476,2025-10-24,UNKNOWN,UNKNOWN,,,0
25N02307,2025-12-08,UNKNOWN,UNKNOWN,,,0
25T02501,2025-10-24,UNKNOWN,UNKNOWN,,,0
1101025F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1099025F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25T02499,2025-10-24,UNKNOWN,UNKNOWN,,,0
039544749K,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25T02496,2025-10-24,UNKNOWN,UNKNOWN,,,0
25T02481,2025-10-24,UNKNOWN,UNKNOWN,,,0
039160144P,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
049273937Z,2025-12-11,SANITATION RECYCLING,UNKNOWN,100,0,100
014205002Z,2025-10-30,FIRE DEPARTMENT OF NYC,NONE,0,0,0
25T02477,2025-10-24,UNKNOWN,UNKNOWN,,,0
049289151N,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
1106925D0,2025-09-30,UNKNOWN,UNKNOWN,,,0
039160018Y,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
0455125F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160143N,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
039544759Y,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
0909825F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160045J,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
25M03262,2025-11-17,UNKNOWN,UNKNOWN,,,0
25X01621,2025-11-03,UNKNOWN,UNKNOWN,,,0
25M03259,2025-11-24,UNKNOWN,UNKNOWN,,,0
1102425F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25Q01976,2025-09-29,UNKNOWN,UNKNOWN,,,0
25Q02344,2025-10-20,UNKNOWN,UNKNOWN,,,0
0703999827,2025-12-17,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
039160076M,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25M03155,2025-10-27,UNKNOWN,UNKNOWN,,,0
1104425F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1101125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0833025F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
048739109Z,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
25M02557,2025-09-15,UNKNOWN,UNKNOWN,,,0
048996708H,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,250,0,250
25M02880,2025-10-06,UNKNOWN,UNKNOWN,,,0
039160093Y,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
039160046L,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
0704000120,2025-12-15,DEPT OF TRANSPORTATION,UNKNOWN,750,0,750
039544760L,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
0368625F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
0783725F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160072P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
1102625F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25T02503,2025-10-24,UNKNOWN,UNKNOWN,,,0
1106525F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25M03255,2025-11-17,UNKNOWN,UNKNOWN,,,0
039160024K,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,800,0,800
1105325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039544758M,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
1105725F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
048908694N,2025-12-11,SANITATION RECYCLING,UNKNOWN,100,0,100
25M03292,2025-11-17,UNKNOWN,UNKNOWN,,,0
25N02269,2025-10-27,UNKNOWN,UNKNOWN,,,0
1107525E0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160112K,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
1103525F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25Q01872,2025-09-15,UNKNOWN,UNKNOWN,,,0
039160124H,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1105225F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039544736L,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049289146Z,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,100,0,100
1105425F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
049002661M,2025-12-12,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
039160138Z,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039544737N,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
049289141J,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,100,0,100
039160100N,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,60000,0,60000
1106725F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1102225F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25X01639,2025-11-17,UNKNOWN,UNKNOWN,,,0
014205064Y,2025-10-28,FIRE DEPARTMENT OF NYC,NONE,0,0,0
1102925F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160115X,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
1103225F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
049002662Y,2025-12-12,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
039160134L,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
25X01611,2025-11-03,UNKNOWN,UNKNOWN,,,0
039160095H,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160011L,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,500,0,500
039160080P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,6250,0,6250
039544732Y,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
0704000065,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,250,0,250
039160001H,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160041M,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160098N,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,60000,0,60000
039160109J,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
1103425S0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039544750H,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
0916625F1,2025-09-26,UNKNOWN,UNKNOWN,,,0
1104125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1099525F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039159983H,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
048941520H,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,250,0,250
049289148M,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
0779225F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
049289153R,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
1104325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25T02500,2025-10-24,UNKNOWN,UNKNOWN,,,0
039160009M,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1107325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039159990X,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
0704000101,2025-12-15,DEPT OF TRANSPORTATION,UNKNOWN,1500,0,1500
039160113M,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
1098925F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160123X,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
039544743J,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
039160116H,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
0704000092,2025-12-18,DEPT OF TRANSPORTATION,UNKNOWN,1500,0,1500
039160064P,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
1105125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160103Z,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
1105825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
014205052R,2025-10-27,FIRE DEPARTMENT OF NYC,NONE,0,0,0
049289155K,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,600,0,600
80083023A,,TLC,UNKNOWN,0,0,0
039544741X,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
048874154J,2025-12-12,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
049289140H,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,100,0,100
039160122Y,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039160125J,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160008K,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
048739107P,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
039160057R,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160039N,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,10000,0,10000
039160078X,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049289156M,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,200,0,200
039160094X,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,60000,0,60000
1106125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
048770421Z,2025-12-11,SANITATION COMMERC.WASTE ZONE,UNKNOWN,200,0,200
039160099P,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,60000,0,60000
047256590L,2025-12-11,SANITATION ENVIRON. POLICE,UNKNOWN,350,0,350
1103325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0931525F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
1105525F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1106225F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25T02506,2025-10-24,UNKNOWN,UNKNOWN,,,0
1106325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0149425F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25Q01882,2025-09-15,UNKNOWN,UNKNOWN,,,0
039160017M,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,6250,0,6250
039544753N,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
048739104J,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,100,0,100
1105025F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039159986N,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039160035X,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1104225F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1107225F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160058Z,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,5000,0,5000
1105625F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0749025F1,2025-09-26,UNKNOWN,UNKNOWN,,,0
25X01488,2025-10-20,UNKNOWN,UNKNOWN,,,0
0320925F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25M03203,2025-10-27,UNKNOWN,UNKNOWN,,,0
25M03073,2025-10-20,UNKNOWN,UNKNOWN,,,0
25N02261,2025-11-10,UNKNOWN,UNKNOWN,,,0
0696825F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25T02464,2025-10-24,UNKNOWN,UNKNOWN,,,0
25T02479,2025-10-24,UNKNOWN,UNKNOWN,,,0
25X01510,2025-11-10,UNKNOWN,UNKNOWN,,,0
25T02497,2025-10-24,UNKNOWN,UNKNOWN,,,0
039544748Z,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
25N02258,2025-11-10,UNKNOWN,UNKNOWN,,,0
25Q02465,2025-11-10,UNKNOWN,UNKNOWN,,,0
25N02304,2025-12-08,UNKNOWN,UNKNOWN,,,0
25N02262,2025-11-10,UNKNOWN,UNKNOWN,,,0
25N02314,2025-12-08,UNKNOWN,UNKNOWN,,,0
039544747R,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039159978N,2025-11-18,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039160071N,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25T02463,2025-10-24,UNKNOWN,UNKNOWN,,,0
039160091K,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
0560625F2,2025-10-14,UNKNOWN,UNKNOWN,,,0
0310525F1,2025-10-14,UNKNOWN,UNKNOWN,,,0
25M03240,2025-11-24,UNKNOWN,UNKNOWN,,,0
1101525F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
0215086860,2025-09-18,NYC SHERIFF,UNKNOWN,10000,0,10000
25T02473,2025-10-24,UNKNOWN,UNKNOWN,,,0
049289154Z,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,25,0,25
1103925F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
039160023Z,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
1101325F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1101425F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25X01625,2025-11-03,UNKNOWN,UNKNOWN,,,0
039544765K,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
049273936R,2025-12-11,SANITATION RECYCLING,UNKNOWN,100,0,100
039159982X,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
039160036H,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
25Q02301,2025-10-27,UNKNOWN,UNKNOWN,,,0
1102725F0,2025-10-10,UNKNOWN,UNKNOWN,,,0
039160147K,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
25N02315,2025-12-08,UNKNOWN,UNKNOWN,,,0
25M02918,2025-10-06,UNKNOWN,UNKNOWN,,,0
25T02467,2025-10-24,UNKNOWN,UNKNOWN,,,0
039160126L,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,12500,0,12500
039160043X,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
039160048P,2025-11-25,DEPT. OF BUILDINGS,UNKNOWN,12500,0,12500
049289145R,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,250,0,250
1107725F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
1103125F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25Q01873,2025-09-15,UNKNOWN,UNKNOWN,,,0
039160136P,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,1600,0,1600
0848625F2,2025-09-26,UNKNOWN,UNKNOWN,,,0
0215099675,2025-09-18,NYC SHERIFF,UNKNOWN,10000,0,10000
1107025F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
049289143N,2025-12-15,SANITATION VENDOR ENFORCEMENT,UNKNOWN,200,0,200
25X01634,2025-11-17,UNKNOWN,UNKNOWN,,,0
25Q02400,2025-10-20,UNKNOWN,UNKNOWN,,,0
25N02311,2025-10-06,UNKNOWN,UNKNOWN,,,0
048739108R,2025-12-10,SANITATION VENDOR ENFORCEMENT,UNKNOWN,200,0,200
039160044H,2025-11-19,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1103825F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
25N02247,2025-10-27,UNKNOWN,UNKNOWN,,,0
039160051X,2025-11-20,DEPT. OF BUILDINGS,UNKNOWN,1250,0,1250
25Q02496,2025-09-22,UNKNOWN,UNKNOWN,,,0
039544754P,2025-11-21,DEPT. OF BUILDINGS,UNKNOWN,2500,0,2500
1105925F0,2025-10-14,UNKNOWN,UNKNOWN,,,0
